"","accession","Description","Protein.FDR.Confidence.Combined","Exp.q.value.Combined","Sum.PEP.Score","Coverage.in.Percent","Number.of.Peptides","Number.of.PSMs","Number.of.Unique.Peptides","B12_4_1_A","noB12_4_1_A","B12_12_3_A","noB12_12_3_A","pool2_A","B12_12_1_B","noB12_12_2_B","B12_4_2_B","noB12_4_2_B","B12_4_3_B","pool1_B","pool2_B"
"1082","OEU18866.1","L domain-like protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.777,5,2,4,2,7.55447202919268,5.9970823449326,8.53935064270833,8.06720001304388,6.70302238614982,6.73561492207919,7.77871582577035,5.88715570688095,5.32234974754919,5.67771249372787,6.01453575928381,7.4057748514601
"1083","OEU12713.1","Pro_isomerase-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.769,4,4,4,4,11.3970118407134,14.8471214468146,16.0396943329671,22.4794893608459,17.4803293459285,9.78934685835717,16.9580390681432,13.1917431212842,13.1984381238361,14.7872654405225,17.6953302095774,17.2787449670433
"1085","OEU09531.1","ribosomal protein S17 component of cytosolic 80S ribosome and 40S small subunit [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.755,23,3,10,3,4.74570723746735,4.63674772983047,4.40156423067526,3.88818385680511,5.63321462808186,5.25765451573877,3.16528733306315,3.9003991461318,5.22318373921916,4.24527647049398,5.36818646017273,5.90652177989605
"1086","OEU10647.1","ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.748,6,3,5,3,23.1794561781054,16.9065935896283,18.7993173212892,15.530521560867,16.0211448148845,12.8841809500179,11.8428437167514,11.9609868298489,18.3486233557343,13.8620475704251,15.9852663333445,16.0720757249731
"1088","OEU23735.1","coproporphyrinogen III oxidase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.726,7,3,6,3,7.30446829352645,9.0831499473738,6.52385489437248,6.92535029684054,4.09878012866952,3.09807056101572,3.32228799718783,5.55205654192262,6.29328368341122,4.05580951910854,4.15035904719255,4.05033331104204
"1089","OEU16951.1","TPT-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.72,7,3,5,3,3.51812597357509,3.25254740268391,3.44623027899636,3.92845927524868,9.94710576363169,14.0732663801432,11.2576628575393,4.97827759110873,5.94867164245599,3.50116008853726,8.85449054393196,11.061730177803
"1091","OEU20870.1","hypothetical protein FRACYDRAFT_267798 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.714,14,3,7,3,5.26376048785036,4.28575557360561,7.99209661957614,12.1472347278357,12.1838932819778,14.8123898799395,13.3607192638223,13.4496580690592,13.1893923364627,16.6362523418545,14.2890627720928,10.064941207912
"1092","OEU22085.1","putative nickel-containing superoxide dismutase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.714,11,3,8,3,8.73954989438817,11.7104823552386,9.73838067476703,9.16071576365462,9.86415061060482,8.24213059275846,7.95477633586841,5.70498841709558,8.8899292025172,7.58679372767344,11.2000312014943,8.52147113170975
"1093","OEU13317.1","hypothetical protein FRACYDRAFT_241655 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.704,3,2,4,2,17.132053155193,10.199212871973,11.1056995992779,11.4454391462518,13.303656574094,11.9643683676313,17.0417308045527,25.9304564502373,19.7018626395233,21.4843684560502,13.3384281817344,13.2806203361655
"1094","OEU08291.1","hypothetical protein FRACYDRAFT_250080 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.699,8,3,6,3,20.3934500998494,24.3530525107633,26.4103642669217,16.8941146505961,15.5249379415387,6.68444395559347,11.3588699351836,7.09226695640168,6.23926263888275,7.46769469275419,15.3576714222987,15.70835832839
"1095","OEU17441.1","CBS-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.699,17,3,6,3,16.5341039625458,18.903704267835,24.051120111073,14.9849617934932,17.3107972590921,13.8593658529021,23.1853646026549,8.51168939773894,10.8377761529213,42.8081616345969,16.8927700953174,17.7495756831411
"1097","OEU16532.1","hypothetical protein FRACYDRAFT_269032, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.687,13,3,7,3,30.2962584250205,34.4137855106142,27.5535336890332,19.9218370044512,21.5509119075497,25.0413255787785,22.6547136983938,21.8194676802127,26.6820863863604,26.2633429568728,19.6981472964308,23.4452740268021
"1099","OEU20524.1","Pkinase-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.672,7,2,3,2,6.40482244253094,7.52107607100988,6.04262570316369,8.48716346823867,7.0158127584705,8.50169163336838,6.81269335073807,6.67828390954199,8.56528252782082,6.49754273402831,7.18119185657263,6.8548827195737
"1101","OEU21650.1","shikimate dehydrogenase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.668,3,2,3,2,5.00918444692593,9.41546164921677,3.19561662784389,4.82714708015396,5.47708357035799,6.18293625995672,3.38574406136822,7.01964830873309,6.14862235786496,5.78550992050063,5.34482104793306,5.61591172838082
"1102","OEU22894.1","plus-3-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.664,3,2,3,2,23.111765775398,10.9281513354432,19.4186379431269,14.8913266657735,15.4280455968237,14.7535238962946,18.1189812749126,20.4625323321793,21.1294168484049,19.9731093874029,14.3855684791874,16.4969430230332
"1104","OEU12252.1","peptidase M17, leucyl aminopeptidase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.661,7,2,3,2,6.32623900621983,5.9641142502976,7.58311879475475,3.02917117845262,6.37107015574998,10.3016469195219,6.18643793072076,6.53416027864899,6.85197777012631,10.5361740516738,5.88226434959395,6.87147622468464
"1105","OEU19882.1","hypothetical protein FRACYDRAFT_235945 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.648,2,2,4,2,8.79967075413458,8.69380429478267,8.70321642382295,6.81446025512638,7.43650751143716,10.3952783934751,8.23954409289801,6.59809955128455,4.87491558151264,4.85371043269944,9.42966844821236,5.42655465033
"1106","OEU12711.1","fructose-bisphosphate aldolase, class I [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.635,9,3,8,3,4.93864996883347,6.61750021655695,8.44365906259043,9.3931102810717,5.0515760362931,2.46710338157898,7.15042073551365,8.52573674500077,2.0976413413196,3.20523412615025,4.68597677713275,5.42611311034963
"1107","OEU17247.1","hypothetical protein FRACYDRAFT_237659 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.625,4,2,3,2,15.0149055307125,12.1933875596741,10.9720584590297,12.8077120395651,9.62898621189387,10.876778871154,13.4198326673775,9.47885334794354,9.14564138889668,7.47607489804684,9.05401065395003,10.2195561416909
"1108","OEU21254.1","putative nucleoside-diphosphate kinase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.622,14,3,5,3,6.13135942976581,6.30587990681232,6.48487154060783,9.16560441378469,7.96749620292428,4.32539477201257,8.2012955559767,5.68017534912937,5.80351952409736,5.83437484607975,10.3941299228897,5.51942681170453
"1112","OEU18733.1","hypothetical protein FRACYDRAFT_268420 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.553,12,2,6,2,5.07246419321377,7.70933718923886,5.20993751730945,9.60474115495736,7.51430693543697,6.25900994134885,10.609282157742,2.94750481223029,5.80726294454592,2.89100111253879,7.09460889944154,7.94583141756748
"1113","OEU21863.1","peptidyl-prolyl cis-trans isomerase B [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.545,13,1,2,1,8.33692836160088,8.56323464081536,12.2429062878106,13.0206233469455,10.4898019866893,16.500247986148,8.8472122818645,8.19692044146074,8.29360550920953,7.77179254016769,10.1321204181665,10.8612930084684
"1114","OEU18675.1","hypothetical protein FRACYDRAFT_236954 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.543,8,2,7,2,24.3915833635393,25.1686468983913,21.5692132315351,17.5768249576203,20.1238507084452,17.7183752792977,13.1362945006001,24.152166464157,15.9258074559609,24.2369104864296,17.0542160004803,23.2481771558691
"1115","OEU16116.1","hypothetical protein FRACYDRAFT_164527, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.529,29,2,4,2,5.05501824927228,3.35983475281012,3.1327176164269,6.40962532782483,3.82064421269637,4.01686465209744,3.34057085130715,4.53937833935074,6.4104414208849,5.03058677112033,3.06058587066957,4.59318345674682
"1116","OEU05723.1","hypothetical protein FRACYDRAFT_266989 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.518,3,2,3,2,20.1873942688682,27.2340541557604,21.1656630337287,18.6969870285626,22.655636838669,23.6072030750152,18.5179899470303,21.0168064697975,20.9241561861202,22.0208098384353,20.2820581213629,25.0779836464292
"1121","OEU05953.1","hypothetical protein FRACYDRAFT_257287, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.48,4,2,3,2,6.66821298541196,4.14294398695334,4.85610043520694,4.73486287320857,4.81247401413701,7.41341624584352,8.47994589377314,6.05398456217841,6.88551437644976,8.76164173593577,3.70846569718608,5.93393819939253
"1122","OEU23696.1","Band_7-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.472,8,2,3,2,5.09492245463108,6.07066476544819,8.1574936655436,6.61778918141413,6.36635002912379,3.56811465769947,3.82635071293483,1.79618629730427,3.37592477767884,6.14626745266202,8.45480490733116,4.25899867621886
"1123","1773362824","RNA polymerase a-subunit (chloroplast) [Fragilariopsis cylindrus]","High",0.001,7.468,7,2,5,2,7.48512004781697,6.93405841676989,7.20516082968123,7.38183301163545,7.08425272513597,7.94140286995206,9.2903432810451,10.0721181281087,7.04527030778172,8.54412902040412,7.70105011360274,6.46662600442806
"1125","OEU10120.1","CTP synthase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.451,5,3,4,3,16.6748982318823,12.5819787073017,13.4920703444554,11.3566823018562,16.5088009710031,16.8764016233869,21.4492464145879,24.647636073865,19.1017241857322,16.5147807116461,17.7309117918315,15.2873041384839
"1127","OEU18465.1","actin depolymerazing factor [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.415,19,3,8,3,7.84551255571783,7.76241294072176,10.5549669156151,19.0395174700799,15.6925273667624,10.0892835313021,23.8210350984024,12.8894054709931,13.1074852367677,10.0588337497409,16.0131342937395,15.3824551302575
"1128","OEU15624.1","hypothetical protein FRACYDRAFT_226261 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.413,2,3,6,3,9.63309028836018,9.28119736440384,9.41021143030667,5.70009806980353,7.68023982921263,9.5748785814446,6.8452291104338,8.37155609666949,8.7571739837622,7.73120535553714,7.1937867609292,8.17946064789592
"1129","OEU06933.1","ribosomal protein L24 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.399,19,3,7,3,26.6589744529441,17.4076851591167,25.93693161976,36.5205015298364,28.2555122880017,23.0599145239764,57.5323927722133,34.7460637631923,34.2629061667164,34.4949161761515,28.0777625098737,28.4611634821014
"1130","OEU20743.1","vacuolar Fe2+/Mn2+ uptake transporter-like protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.388,8,2,3,2,4.34976278142809,4.67488339717651,6.4101058580282,2.41297902195005,3.08760767775002,4.55519250878704,8.08529643543521,5.29780681650235,3.67079093485828,4.2572669887727,3.44963596356973,2.7241152227657
"1131","OEU16500.1","protein serine/threonine phosphatase 2C [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.37,9,3,6,3,103.948621100166,95.5196851167966,116.924996144695,128.861786194384,114.001139842039,119.386198122472,211.295876100608,123.618112842832,137.842665506162,159.827373432398,100.719915511794,127.543586297437
"1132","OEU19722.1","BASS family transporter: sodium ion/bile acid [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.352,6,2,7,2,17.761562738921,21.2622699981332,20.5795735949508,20.02558740875,13.6300039204328,13.2351026707401,14.0746953185537,15.7124924331117,12.4413457454368,13.4236093704149,12.3532370096107,14.934321417145
"1133","OEU15519.1","eIF-5_eIF-2B-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.341,5,2,3,2,20.1429520327158,11.1567335873694,5.81319749704539,5.29057647784616,6.25887390986906,2.88419025897777,1.54646424125769,2.75860858914648,3.7589753072639,1.47492584458243,6.17579754614799,6.3486477768686
"1135","OEU15628.1","putative nucleoside-diphosphate kinase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.329,21,3,5,3,13.4475719132356,12.4130576794931,10.7064651964792,8.73019114088408,9.58111151783358,9.38225305088727,4.96853195029896,13.0611891558686,12.389296586316,9.71431655167009,9.28494887946131,9.88952608824526
"1136","OEU23733.1","zeaxanthin epoxidase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.321,5,3,5,3,7.70821374133742,7.02915387020735,8.2613434827874,8.34682936676607,8.56416355592813,9.39775592613571,9.18665902804081,10.4914859717536,11.2051842727025,12.2271350466062,7.93267759538896,9.21094025651465
"1140","OEU10880.1","WD40 repeat-like protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.306,5,2,3,2,11.6448394289648,11.6692088746168,11.3781930178395,10.1590579810043,12.2867306352175,14.4689585810866,10.7070330337402,6.55955625996394,7.75744847480204,12.2021553905594,16.0739198948061,8.46595215126488
"1141","OEU18428.1","putative mannosyl-oligosaccharide alpha-1,2-mannosidase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.304,6,3,4,2,6.00738197333343,5.01662814273972,6.74112537554455,7.3144618308313,5.79974866894582,3.57762225475746,3.46526772127244,3.71813659804558,3.94179424483797,3.1869322376065,3.16816164383516,8.4677662745832
"1143","OEU15662.1","hypothetical protein FRACYDRAFT_187408 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.293,7,2,3,2,2.83037302360672,1.11932404229242,3.4307172488526,4.57576568451353,2.99492244950063,1.41849862305787,1.52115997896044,2.68826791424375,1.79998465929672,2.38953999604552,2.65712832243294,3.33944761370906
"1144","OEU21268.1","hypothetical protein FRACYDRAFT_234895 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.283,7,2,4,2,6.80664602039099,6.97743548504143,8.86970185633513,3.96160597478044,6.33650609510231,6.85455060458343,4.6251197284024,7.59902072753709,7.06100821874587,10.8703703939673,6.5119977082421,6.164723662814
"1150","OEU18702.1","3HCDH_N-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.24,3,3,4,3,9.42966487426967,8.1122195261577,13.9835920445857,14.3704291249785,10.5426629122379,3.6205677835387,13.2008401427308,7.77638895921524,7.64754620886539,3.39441077515581,9.67415010303162,11.4310772530184
"1152","OEU05748.1","hypothetical protein FRACYDRAFT_258430, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.224,7,3,5,3,4.76993732744236,3.43399479448152,6.95082653232349,7.18615775438211,6.50829247231672,5.45634945491994,8.97190623964337,6.77524835726251,8.17388440547585,8.92890979361341,4.79321265937654,8.24960629280929
"1153","OEU18648.1","hypothetical protein FRACYDRAFT_182876 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.207,9,3,5,3,6.98531614483554,7.5529293147097,9.17105051603812,10.2920552851474,8.36462537854118,8.56951257967489,7.70750379107356,10.854294654027,6.33595628411627,7.35095984464942,8.80292411788738,7.92877821463064
"1155","OEU22620.1","hypothetical protein FRACYDRAFT_273939 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.183,5,2,4,2,58.0251709979075,53.8657298603369,54.2725257629565,45.4191169876499,45.6863456804366,44.7872010756788,44.0761183824283,43.3487426802592,46.7311856684467,51.6897473097413,46.4818380723266,44.9231549925925
"1158","OEU16565.1","hypothetical protein FRACYDRAFT_239160 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.173,1,3,4,3,15.2500318117611,13.5174325884691,9.47803859152038,9.0702723563522,9.1219054809923,9.16497257112485,5.03399268112058,9.90244781462592,8.53913358687302,10.5167468505638,7.97747050776669,10.2882093049511
"1159","OEU10060.1","Phosphoribosylaminoimidazole carboxylase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.165,3,2,3,2,12.5373228359658,10.2078925031554,15.4965195704566,9.93561472355856,7.73861976066685,8.451993032667,8.23971930908053,8.58681284070265,9.04722322096844,9.27309540788176,8.09976113867167,7.38027126461975
"1162","OEU11773.1","hypothetical protein FRACYDRAFT_263314 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.127,3,2,4,2,5.78090759036919,6.14767924217162,7.58661644322319,6.17817085922032,5.38877890896424,8.07074051407232,4.60533102542498,5.14373457499203,6.72180369442733,5.14958314575984,4.95965257274818,5.82790254958862
"1168","OEU20442.1","GTP-binding protein YchF [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.099,5,2,6,2,2.22803230546977,0.967501151151608,1.65827258932053,3.9551179103596,2.75049068323434,4.45012152831011,1.84729985324984,2.09565965585876,3.16121349093185,3.96415125743889,2.91619418317857,2.58533799678621
"1169","OEU11109.1","histone-fold-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.094,18,3,22,1,10.933904958074,10.6203940419776,11.8212993220132,8.51291700101249,9.59056419433301,12.4435671573369,10.5249622428432,12.7046181602147,11.6572425242095,11.7409739068628,9.14144162717903,10.0537570439534
"1170","OEU12292.1","hypothetical protein FRACYDRAFT_219612 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.092,16,2,4,2,6.96888301830377,9.18051276285599,7.55288040036613,4.72595994479204,6.28311804206688,5.73442054701948,9.88733361667961,7.92428299345018,7.37767956651259,7.7049609498095,6.42032837037983,6.15002106780843
"1174","OEU20588.1","multicatalytic endopeptidase [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.074,11,2,3,2,15.6221335138917,15.5558590490194,17.5610668527113,10.4392752458332,15.1844951998341,5.54135273326814,16.7192905307615,5.38990627144289,23.5529631410568,5.37932875642104,16.7075716529416,13.6572627671016
"1177","OEU13643.1","hypothetical protein FRACYDRAFT_171119 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.056,8,2,3,2,47.5522760927739,56.9292473500373,35.7084058958892,32.4211885921367,33.1228994845634,32.9818307946185,35.7380275901021,37.0881867404753,40.4757177794779,38.7327391448397,34.9313809434387,31.3232637965404
"1178","OEU21654.1","putative aureochrome [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.056,9,2,4,2,49.5660356069782,54.7117447300233,38.2525893562577,30.7809440674044,38.4997480222261,39.1935423729673,31.6331853622972,41.5368430237653,41.1615249233635,46.8371182711068,37.8278728999765,39.214724113673
"1180","OEU16320.1","hypothetical protein FRACYDRAFT_225627 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.031,6,3,5,3,4.77220027205612,2.93079756836261,5.41908935680209,4.59877508070252,5.97540937917181,6.56322535774064,10.009923284421,4.55207144542362,4.71937913899296,6.71264364326741,6.88664651986314,5.05884687386981
"1184","OEU08945.1","hypothetical protein FRACYDRAFT_229041 [Fragilariopsis cylindrus CCMP1102]","High",0.001,7.012,9,2,6,2,15.3549970121095,8.94085554643259,18.077598552555,20.2367064713093,14.2167293038846,12.5595098064156,12.9874651264272,11.5911546840332,14.1110804295875,12.3866737164268,14.7764614885784,13.6633551773068
"1191","OEU17408.1","hypothetical protein FRACYDRAFT_217585 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.981,12,2,5,2,1.40254910225207,1.82712952722122,3.97396088824874,2.91901915780214,4.05992194401474,4.86703552239572,9.50654335097656,3.06257763289505,4.06216348064494,2.57780915938415,4.29460807400423,3.82616603358069
"1192","OEU16412.1","hypothetical protein FRACYDRAFT_239006 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.978,7,3,5,3,11.2659088927915,7.33816547169413,14.8709621522719,19.6311862645293,16.2597230977121,13.4791615141779,19.7918093807017,17.6420400091547,12.4882587417671,11.6651005254732,16.622904669692,15.9070903735435
"1193","OEU06784.1","hypothetical protein FRACYDRAFT_265485 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.975,4,3,4,3,7.4069115904853,4.89879206450329,8.44729344511477,6.06852311654122,9.56580253443017,12.2875608954844,8.78456774386662,12.8292870792638,9.61274332488496,12.0242678622149,9.82804665389566,9.30918967333614
"1195","OEU14109.1","hypothetical protein FRACYDRAFT_262498 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.959,6,2,5,2,8.64837212319743,12.4319029221123,8.78953691943551,6.88204763408027,9.20375551185901,15.1240521392826,6.6823535589511,8.0382207596323,8.4597555104677,10.422890444046,10.6914851587342,7.7068274335023
"1196","OEU20809.1","histone-fold-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.942,19,3,4,3,12.2935603876549,10.5098920868613,11.5973852826779,11.3207119529038,11.0028294201947,11.0058514135992,16.6475684996898,12.9468939846477,11.6626066304287,8.88663983227516,11.1948233665247,10.8186099477174
"1197","OEU14110.1","hypothetical protein FRACYDRAFT_189188 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.94,3,2,3,2,2.56661430350355,2.86592672363873,2.1831671888415,0.97631908938383,2.56495016450377,2.31523601491014,1.39657340842327,1.60254614984016,3.44666223551348,2.81193426202215,2.1450804702289,2.99212937754917
"1201","OEU09321.1","ribosomal protein L15e [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.909,11,3,6,3,3.64501743959197,4.64521215907559,6.29864990731007,3.30557939536967,9.0973189655587,9.82784169579759,11.6048676988096,9.78348066229942,6.05446183065833,9.93864305997787,9.21544415155112,8.98610241293244
"1202","OEU14699.1","RNA-binding domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.909,2,2,4,2,7.32390395991238,7.15575010432862,6.28962837629089,7.12561098239846,7.56340312323747,7.33779783418644,10.200371628638,10.3974812946255,9.5267364279368,10.2844241077304,7.16222158776349,7.97623685673371
"1203","OEU09468.1","ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.907,5,3,7,3,3.27566531668431,5.9517277472872,3.23355982686176,7.95714406347787,6.81058777171831,5.02442529410387,14.579454531954,6.24883906318315,5.22451275385107,5.23957228704351,7.57266579852842,6.04571168222828
"1204","OEU18804.1","hypothetical protein FRACYDRAFT_268449 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.902,10,2,3,2,6.16570075202334,9.71334003376392,8.06808046849337,7.25432149787734,6.19541960999886,4.84946963846078,10.1197780899512,6.2020169893335,5.30130265647755,9.24949212388232,4.89334651908403,7.51855462337145
"1205","OEU22442.1","hypothetical protein FRACYDRAFT_232600 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.899,5,3,4,3,6.72979923489183,12.5459475842655,7.15054081768433,5.35531985008981,6.73225670268729,5.39209858313934,4.17613609368308,8.36933360148677,7.47181088184096,7.4297352283919,6.57884793029859,6.89362732165528
"1206","OEU19825.1","Peptidase_C12-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.891,6,2,2,2,6.14854745663294,5.5754762207139,6.99892588280802,8.72103276281585,8.40890596177821,11.056442708565,16.5545447530126,8.61124568315103,14.6255335300538,4.26722773955037,8.47570451817719,8.34899475288482
"1207","OEU09366.1","hypothetical protein FRACYDRAFT_271320, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.874,7,2,6,2,4.06488183019204,6.05189150011283,5.31605462207432,4.38103544069103,3.40511817669688,4.93073980974057,4.23007478094019,3.57426834878002,3.90006928948309,3.83267464571862,3.392994954948,3.42049383976394
"1210","OEU14529.1","3-oxoacyl-reductase [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.85,8,2,3,2,10.6618072093001,11.2776816299814,15.2195655149183,14.6396769809279,13.2744233869427,9.51620592698371,22.5895420111652,12.5574931023719,10.7125751579922,9.82734542785896,12.8844196406191,13.6811614703272
"1211","OEU11757.1","hypothetical protein FRACYDRAFT_263309 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.845,6,2,3,2,2.8637980136123,2.27988963986808,5.18654830847178,8.33162752400066,9.82038642568671,3.84244299374021,14.3630010297501,4.42121824028976,5.62460215923457,4.94047084539272,10.12635639599,9.51976282383244
"1214","OEU10575.1","CASP_C-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.838,4,3,4,3,21.5018964121127,15.2910083269811,20.9667223167831,24.8008551461019,21.2864482077886,17.2782775935471,34.610330331362,20.9241266314152,19.2662814142876,17.5882778232358,21.3893221055336,21.2017925431344
"1215","OEU17497.1","ribosomal protein L2 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.827,7,3,6,3,17.5182810229342,13.6928547336133,5.34576402506447,4.92381577526957,14.5976839382268,13.637728295834,12.2341533335094,13.334374286465,7.60231698575538,12.2717377047101,13.8233868180972,15.3944702872316
"1216","1783488206","ferredoxin (chloroplast) [Fragilariopsis cylindrus]","High",0.001,6.819,10,1,5,1,19.7279545813995,8.61048985098066,18.250552217943,5.41874392950152,27.8420699154555,27.9281879563416,35.6155522845729,12.9191080047262,37.31481466488,15.4400003487582,26.5231771736814,29.2019878256856
"1218","OEU18715.1","hypothetical protein FRACYDRAFT_217294 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.816,34,3,3,3,5.14523841666946,9.24525211160613,5.54614518951732,2.9920514875215,5.25663039612044,4.59072834912848,4.14566255243622,5.59497825269606,5.59220124639646,5.62193306160469,5.04099339233128,5.4796181842499
"1222","OEU20573.1","PTPLA-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.802,2,2,3,2,6.70737159652341,5.56043775907885,6.76856461789711,12.8344625266912,10.8610474394518,8.56021048434759,10.0142626258766,10.5771362782167,9.61771761005541,11.1428444933742,9.93388786799843,11.8090931094718
"1225","OEU15012.1","ribulose-1,5-bisphosphate carboxylase-like protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.77,5,2,3,2,20.2908825220421,21.9832906489624,17.3291999050119,11.1575865945269,16.1089246075636,17.1266271418177,16.1871036333982,20.3117437523851,20.220835618355,19.594764237254,15.7782765483896,16.4581927585573
"1226","OEU22151.1","hypothetical protein FRACYDRAFT_205073 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.77,7,3,5,3,12.7403685388867,15.2569980892344,15.2660102822084,23.0376361360808,18.2678070594978,15.490807773241,23.7313255451803,13.0339023790785,16.1115976748543,14.1459564821233,19.5616929910147,16.9752919631659
"1231","OEU07929.1","hypothetical protein FRACYDRAFT_250554 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.748,10,2,4,2,12.5947286198049,5.24499226440507,8.48266850093017,7.05549786215235,5.98984433430821,4.50604988519242,3.3385883587966,3.46437718085866,4.05017287010379,2.93276743848154,5.21790097628478,6.77638977535918
"1232","OEU14547.1","NAD(P)-binding protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.733,7,2,3,2,3.36855035557369,3.90069310781984,6.12854887182376,6.25656100475015,7.08477081753404,8.15800975882054,24.257014450264,5.97343435513745,7.66596691462724,7.39558318997942,6.51502453898618,7.66772662940006
"1238","OEU15366.1","PCI-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.7,8,3,4,3,18.3316959431037,18.5900598482771,20.490291871204,16.9528757238229,16.5323541251058,16.0622911585128,20.0676948081378,15.0724577591955,14.6475208419788,21.2925566127082,18.4939022707228,14.5626929439868
"1243","OEU23545.1","hypothetical protein FRACYDRAFT_259416 [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.658,8,3,7,3,16.1145352604008,17.9152669461981,16.2762313192927,17.1485678509786,16.3520710249631,16.7006425379025,17.3666155835512,17.7313195883746,15.647870670194,14.2858010687258,20.116959639867,12.557568848457
"1245","OEU13382.1","hypothetical protein FRACYDRAFT_170947, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,6.643,3,3,5,3,38.1831969691944,34.1902293532948,26.9402699451589,29.7655587551869,34.087063363987,29.9334749099994,38.044275889934,41.205807101113,40.6898201936517,43.9381082331392,36.0143028574231,32.1681448953439
