Name
fcy:FRACYDRAFT_135771 K02320 DNA polymerase alpha subunit A [EC:2.7.7.7] | (GenBank) DNA_pol_B-domain-containing protein 
fcy:FRACYDRAFT_233071 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233072 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233081 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233083 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233084 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233088 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233089 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233091 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233093 no KO assigned | (GenBank) subtilisin-like protein 
fcy:FRACYDRAFT_233094 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233095 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233096 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233098 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233099 no KO assigned | (GenBank) FKBP_C-domain-containing protein 
fcy:FRACYDRAFT_233102 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233105 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233106 no KO assigned | (GenBank) Clavaminate synthase-like protein 
fcy:FRACYDRAFT_233107 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233110 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233111 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233112 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233113 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233114 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233115 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233117 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233120 no KO assigned | (GenBank) pseudouridine synthase 
fcy:FRACYDRAFT_233121 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233124 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233126 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233128 K19283 prostatic aicd phosphatase [EC:3.1.3.2 3.1.3.5] | (GenBank) phosphoglycerate mutase-like prot 
fcy:FRACYDRAFT_233129 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233130 no KO assigned | (GenBank) beta-lactamase/transpeptidase-like protein 
fcy:FRACYDRAFT_233131 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233136 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233139 K03107 signal recognition particle subunit SRP68 | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233144 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233145 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233146 no KO assigned | (GenBank) hypothetical protein 
"fcy:FRACYDRAFT_233147 K03524 BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxy "
fcy:FRACYDRAFT_233149 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233151 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233152 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233156 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233158 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233159 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233163 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233164 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233170 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233174 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233177 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233180 no KO assigned | (GenBank) FAD/NAD(P)-binding domain-containing protein 
fcy:FRACYDRAFT_233181 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233182 K21806 protein N-lysine methyltransferase METTL21D [EC:2.1.1.-] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233183 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233184 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233185 no KO assigned | (GenBank) FAD/NAD(P)-binding domain-containing protein 
fcy:FRACYDRAFT_233186 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233187 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233188 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233190 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233191 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233192 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233195 no KO assigned | (GenBank) P-loop containing nucleoside triphosphate hydrolase protein 
fcy:FRACYDRAFT_233196 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233198 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233200 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233203 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233204 K11578 protein transport protein DSL1/ZW10 | (GenBank) Zw10-domain-containing protein 
fcy:FRACYDRAFT_233205 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233207 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233208 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233210 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233211 no KO assigned | (GenBank) ACD5; acyl CoA dehydrogenase 
fcy:FRACYDRAFT_233212 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233217 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233219 K22685 DNA-dependent metalloprotease WSS1 [EC:3.4.24.-] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233222 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233224 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233226 K09613 COP9 signalosome complex subunit 5 [EC:3.4.-.-] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233227 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233228 no KO assigned | (GenBank) Ctr_2; copper transporter 
fcy:FRACYDRAFT_233229 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233233 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233234 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233236 no KO assigned | (GenBank) MOSC-domain-containing protein 
fcy:FRACYDRAFT_233237 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233238 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233243 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233245 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233247 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233249 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233251 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233253 K09577 FK506-binding protein 14 [EC:5.2.1.8] | (GenBank) FKBP_C-domain-containing protein 
fcy:FRACYDRAFT_233256 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233257 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233258 K23424 protein O-mannosyl-transferase [EC:2.4.1.-] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233259 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233260 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233261 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233262 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233263 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233265 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233266 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233267 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233272 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233274 K11390 citrate lyase subunit beta-like protein [EC:4.1.-.-] | (GenBank) beta subunit of citrate lyas 
fcy:FRACYDRAFT_233276 no KO assigned | (GenBank) RNI-like protein 
fcy:FRACYDRAFT_233279 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233281 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233285 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233288 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233292 no KO assigned | (GenBank) P-loop containing nucleoside triphosphate hydrolase protein 
fcy:FRACYDRAFT_233293 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233294 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233296 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233298 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233299 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233302 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233304 K19619 tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233305 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233306 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233307 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233309 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233310 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233315 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233317 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233318 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233320 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233322 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233323 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233324 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233325 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233326 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233327 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233328 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233329 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233330 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233331 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233332 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233337 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233338 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233340 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233345 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233349 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233351 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233354 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233357 no KO assigned | (GenBank) SET domain-containing protein 
fcy:FRACYDRAFT_233358 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233360 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233361 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233363 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233367 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233368 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233370 no KO assigned | (GenBank) PGLR1_1; putative polygalacturonase 
fcy:FRACYDRAFT_233371 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233372 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233374 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233376 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233377 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233380 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233381 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233383 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233385 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233389 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233390 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233391 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233393 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233394 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233395 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233396 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233397 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233398 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233399 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233401 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233402 no KO assigned | (GenBank) cytochrome P450 
fcy:FRACYDRAFT_233403 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233405 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233406 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233407 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233408 no KO assigned | (GenBank) MFS general substrate transporter 
fcy:FRACYDRAFT_233409 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233410 no KO assigned | (GenBank) WD40 repeat-like protein 
fcy:FRACYDRAFT_233412 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233415 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233416 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233419 K18158 nuclear control of ATPase protein 2 | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233422 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233428 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233430 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233432 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233433 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233434 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233435 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233437 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233438 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233439 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233440 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233443 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233447 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233451 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233452 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233453 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233455 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233457 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233458 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233459 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233460 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233461 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233464 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233465 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233466 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233467 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233468 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233469 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233470 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233471 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233472 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233475 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233476 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233477 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233478 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233479 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233480 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233481 no KO assigned | (GenBank) hypothetical protein 
"fcy:FRACYDRAFT_233488 K03105 signal recognition particle subunit SRP19 | (GenBank) signal recognition particle, SRP19 subu "
fcy:FRACYDRAFT_233490 no KO assigned | (GenBank) FAD/NAD(P)-binding domain-containing protein 
fcy:FRACYDRAFT_233491 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233492 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233496 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233497 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233500 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233511 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233512 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233513 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233514 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233515 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233516 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233517 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233519 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233520 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233521 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233523 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233527 no KO assigned | (GenBank) DUF814-domain-containing protein 
fcy:FRACYDRAFT_233528 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233531 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233532 no KO assigned | (GenBank) PPDK4; pyruvate phosphate dikinase 
fcy:FRACYDRAFT_233533 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233534 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233535 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233536 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233537 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233539 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233540 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233541 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233542 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233543 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233544 no KO assigned | (GenBank) LBGP1_1; putative lipid-binding glyco protein 
fcy:FRACYDRAFT_233545 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233546 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233551 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233552 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233553 no KO assigned | (GenBank) SLC4_4; bicarbonate transporter 
fcy:FRACYDRAFT_233554 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233555 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233556 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233558 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233559 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233560 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233563 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233564 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233565 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233566 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233567 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233568 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233569 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233570 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233571 K06676 condensin complex subunit 2 | (GenBank) barren-domain-containing protein 
fcy:FRACYDRAFT_233573 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233574 no KO assigned | (GenBank) DAGAT-domain-containing protein 
fcy:FRACYDRAFT_233575 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233576 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233577 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233578 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233579 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233580 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233588 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233592 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233594 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233595 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233596 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233602 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233608 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233609 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233611 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233615 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233620 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233621 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233622 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233623 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233626 no KO assigned | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_233627 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233628 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233629 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233633 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233635 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233637 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233638 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233641 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233642 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233645 no KO assigned | (GenBank) NAD(P)-binding protein 
fcy:FRACYDRAFT_233646 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233648 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233650 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233652 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233655 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233657 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233659 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233660 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233662 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233663 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233664 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233665 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233667 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233668 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233669 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233671 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233672 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233673 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233675 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233678 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233679 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233680 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233682 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233683 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233684 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233685 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233686 K19765 heat shock factor-binding protein 1 | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233687 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233688 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233689 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233691 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233693 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_233694 no KO assigned | (GenBank) hypothetical protein 
